Review,Rating
This is my first ios device and I am completely satisfied with the product. But the delivery experience was so bad that the delivery executive handled the situation very carelessly. Device itself feels super awesome and the camera is really outstanding. I feel like i am never turning back to android ever again.,5
Great product.,5
This phone battery to much heating back side to much heating,3
Without an adapter is a great dissatisfaction.,3
"Beautiful Design and powerful performance.
Camera Quality is Awesome.",5
Awesome,5
Nice 🙂❤️💯🎉,5
Superb,4.6
Nice,5
Nice phone,5
Very nice picture quality,5
"Dual sim issues,network is fluctuating while using two sims,Internet does not work.",1
Just awesome,5
"Everything perfect
Battery backup awesome
Display and Camara Also great",4
Product is really not fake,4
Nice camera quality and phone is always awesome,5
The battery backup is very bad. It does not even last for a day.,1
Product quality is average but Flipkart service is very bad,4.6
"It is amazing ! Was really scared that I might get a soap 😂

But to my surprise I was complete satisfied with the delivery and the product.

It is genuine and good 👍",5
"Smooth performance smooth camera
Average better
Best display
Best design",5
Extraordinary purchase at big billion days,5
Nyc product experience is very good 😊,5
Everything is Fabulous except the ios as it has so many restrictions.,5
Very good praformence and very nice lovely 😍,5
Very good,5
I love this phone,5
Wonderful ..After16 years using android shifted to iIphone. Feels premium in hands Intelligent function save your time if you know how used IPhone. Sound Cristal clear. Build quality and finishing superb. Got a small island display in left side which indicates running function so wont feel regret of function of Dynamic Island IPhone 15. Overall value for money IPhone 14 and delighted and excited while using.if you are passionate then go for blindly you will not get remorse.,5
The quality of camera is very poor,4.6
Everything is looking good. Expect human.,4
I bought this phone on 10 October 2023.before I was using IPhone SE 2.then I wish for an upgrade due to low battery backup.IPhone 14s battery also draining so fast.Heating is the another complaint for this phone. This is my genuine opinion about this product.so for this price range this phone is waste of money.latest software update also done.still problem not solved.,2
"The phone is good for 20k
Not worth 50k! The battery drain is super fast! Like even at night when there is no activity happening! Battery durability should be improved",2
Same as iPhone 13.....,4
Waste,1
"Just super awesome deal I got this spectacular phone in just 52k

M so so happy",5
I received it on 4th Oct. Since the very next day I am facing severe heating issue on my phone. Had to contact Apple support multiple times but the issue is not yet resolved. I used Iphone11 for 4 years and never faced such issues. This is the worst product and not at all recommendable. Total waste of money.,1
Brilliant display and camera quality is awesome,5
It is the first iPhone that we have purchased and the experience is really amazing. The phone looks very premium and experience is literally flawless 💯🔥,5
Just say Amazing💥,4.6
Phone is good. Flipkart ekart service is pathetic.,2
Marvellous camera and slick design 💜,5
Good phone,5
Awesome product,5
"Just Amazing 🥰!
Camera performance is just Awesome ❤... But Battery performance is not that pretty good especially while recording videos.. However you get an improved camera system that delivers better low-light performance, an Action mode for super steady video which is just wow 😍!",5
Amazing mobile ever,4
Good,5
Excellent 👌🏻,5
Nice from Shanki mobile tosham,5
"Mobile is beautiful , camra is ultimate i am love with this camera, battary is quite good
Its a totally worth it , if u want to buy you can go for it",4.6
Preety average camera,3
"I purchased this product on 24/10/2023 i checked the product display, audio, video, camera test every thing is good apart from that flipkart delivered me this product before the day of delivery that's very nice and impressive.",5
Perfectly balanced phone .,5
Super,5
It's overheating when we put charge like iron box,1
Best,5
Awesome purchase . Totally satisfied. Thank you flipkart .,5
"Timely delivery, happy with the product, still exploring the product 👍",5
This phone was amazing 🫶🏻,5
"I purchased iphone during the Big Billion Days sale, and I was pleasantly surprised by the exceptional quality of the packaging. Moreover, I received the phone just two days after placing the order, which is a testament to the outstanding service provided by Flipkart.

Now, let's not dwell on the incredible qualities of the iPhone 14, as we all know how exceptional it is. What I want to highlight is the outstanding service provided by Flipkart. They managed to get me the iPhone 14 for only a ...
READ MORE",4.6
Very worsted mobile and heavy heat,1
I phone is a i phone everything is perfectly done,5
I gifted to my wife.. nd she's loved it,5
Result is much good as exception,5
"Superb phone, on-time delivery with open box facility.
Lot of positive features with one negative (no Charger) provided with the phone.",5
"All rounder 🔥🔥🔥
Thanks for Flipkart 😊😊",5
Name is enough 🤩,5
Nice product 👍,5
Nice performance 👍,5
Nice photos 💕🙏camera quality good👌🔥😚,4.6
Super phone in this price🥳🥳🥳,5
Superb camera quality,4
Photo like dslr,4
Nice product and nice all I phone is best,5
Nice,4
Good performance,4
Nice product,5
This one is literally out of expectation. Best one over this price range.,5
Good phone,5
Recieved brand new phone.,4.6
Mobile Hang issue,1
Just awesome,5
Awesome product.,5
Really amazing,5
"Feeling very premium...
Color is very very good....

Better than Black Starlight and others",5
Awesome feature nd performance.,4
"Purple🟣... Loving it.
1. Battery is good.
2. Camera is awesome.
3. In hand feeling very nice.
4. No issue with performance.
5. Design beautiful.",5
Best one,5
"Iphone is getting too much heat while connecting to charger, i am using original accessories and did not turn on any mobile network when it is on charge, still it is getting heat",1
Camera quality is veryy good but the screen size is a bit small overall good product.. loved it,4.6
Best color ever,5
Great performance with good camera quality. Battery performance is okay only.. overall product is provided by Flipkart is awesome,5
I think no need to explain when thinking about iPhone,5
good 👍😊,5
AWESOME PRODUCT,5
"My first experience of this iPhone 14 after android phone. Amazing camera quality, good battery life, beautiful colour, nice display, decent performance, overall phone is so beautiful and amazing. 😍😍❤️, I bought this phone in 57k from bbd sale. Tnx flipkart and apple 🍎",5
"Really a awesome device is this(i phone 14), and the flipkart platform for purchasing is also quit fabulous.",5
I love ❤️it,5
"Amazing Purchase

I have order Iphone 14 and got it next day ..!
I have got good geniune product with Reasonable price . I have checked the geniunety of iphone by following all various steps .
Thank you flipkart",5
Over heating issues,4.6
"Good Product.
Camera expectations not met.",5
My first iPhone and this is the first most expensive thing I bought with self earned money. ☺️,5
Amazing phone,5
Good phone. High quality camera and good battery backup. But refresh rate of 60Hz really is a bummer. Especially if you are shifting from 120 hz phone,4
"I upgraded from onenplus 5T..than ran smooth for 6 years..and still running.
Pros- you get a perfect fine display,camera takes some Excellent shots in both day n night,battery is pretty good lasts almost 1 and half days.

Cons- you will miss some of the features u were enjoying on Android..no AppLock,no fingerprint sensor,lags in smooth refresh

Ps- it's a review after using apple for 15 days.",5
Not worth money...,1
Over Heating,1
very bad phone i didn't like it i would recommend purchase nokia 3310 instead of it,1
"Very good performance, I like the camera as well as the performance of the phone,but there is one issue if i turn on the true tone the battery decreases very quickly,Although a very good and handy device
Must buy it",5
Apple always good,4.6
Thanks,5
Good phone except the heating issue while charging.,4
Good,5
Loved it,5
Good,5
"First and foremost, the Product Red variant is absolutely gorgeous. The vibrant red colour not only makes a bold statement but also supports a noble cause, as a portion of the proceeds goes to the Global Fund to fight AIDS. Sleek and stunning design. iPhone 14 also exhibits remarkable speed and responsiveness, thanks to its powerful A16 Bionic chip. Whether I'm multitasking or playing graphics-intensive games, the phone handles everything effortlessly.

The camera performance is, as expected...
READ MORE",5
Upgraded from iPhone 11 and OMG!!! The performance feels amazing and the camera quality is top notch ❤️❤️❤️,5
"Camera and Display are good. Battery lasts for one day for medium usage. Overall Apple is good in hardware. Moving from Android hence taking time to get used to iOS. Some features in Android are better like swipe on side to move back, notifications swipe down from anywhere in the screen instead in iOS have to go all the way to top and swipe down to pull notifications. For now Android user experience is better. Don't know if it will change after getting used to iOS.",5
Worth to buy,5
I am so happy 😀 Awesome My IPhones 14 ❤️Worlds Best Phone I am Fast Using IOS Apple Love its 😍 Excellent Display Best Upgrade Battery Halt Excellent Performance Mind Blowing Price big billion day love it I am so Happy Best Of Market is Thanks for Flipkart 👍🏻👌❤️,4.6
"Overall product is very good , i am loving to use it",5
"Though size is 6.1 inch written in specification, display is smaller than iphone XR which is also 6.1 inch.",1
Nice picture quality worth for buy it.,5
"Overall good performance.
Nice phone in 50 k.",5
Very good 👍,5
Nice,4
Super,4
Nice,5
Awesome,5
Cool,4.6
Amazing phone 🥰🥰🥰🥰,5
Perfect,5
Perfect,5
Amazing,5
Great our first iPhone ever.,5
Better for gaming and photography🔥,5
Good quality product. Super mercy phone. Always attractive than other phones. But Battery back up is lagging one ever,5
"Received a problematic phone. While transferring old I phone data, the new one starts software updating and the process never ends even after waiting 8-10 hours. Tried many times. Return options list does not have this options.",1
Poor quality Charging cable,1
"I switched from Android - Pixel 4A to iPhone 14. The first thing I missed was the navigation gesture - so convenient and user friendly in Android. Rest almost all are good, especially the hardware is very good and seemingly will last for 3 years. May it take some time to get used to the iOS.",4.6
"Very poor performance waste of money..can't be compared with Samsung galaxy or s series ,samsung offers value for money.everything is chargeable and poor camera... for this price range you will have much more better options in premium. Hyped product..not user-friendly... ready to return..poor camera poor os",1
Premium smartphone fell good,4
I like this product,4
Good,5
Amazing experience switching Android to iOS battery backup ok ok,5
Good iPhone 14,5
"Battery performance good
5g networks clear voice and sound quality good.
Overall good buy.",5
nice,5
I love this 💕,5
"Best phone at a good deal price.
Pros:
1. Best Camera you get.
2. Good battery life.
3. Super smooth UI
4. Fast processing no lag at all
5. Ecosystem is the next best thing in this.
Cons:
1. No USB C port
2. Like phone accessories is also costly.
3. No charger in the box.",4.6
"My first iPhone. Always a special one
Best build quality
Best camera
Best sound quality
Nice performance overall",5
Great phone with great features,5
"The iPhone 14 is a solid upgrade over the previous model, with key improvements in the camera, performance, and battery life. If you're looking for a new smartphone and can afford the price, the iPhone 14 is a great choice.
Excellent new camera system
Fastest mobile processor ever made
Improved battery life
Bright and vibrant display",5
Loved this Phone,5
"Awesome mobile, even after launching 15 I will recommend to go for it.",5
Thank you so much flipkart very nice delivery and product will be guided,5
i love this mobile look is amazing just go for it,4
My first iPhone and experience is too good. Camera is good and battery performance is also decent. 1 days backup with normal use.,5
Heating after 2 tdm matches but total worth it,4
"I bought this for my brother an Android user, he says he is going to stick with iOS in future.",4.6
"Absolutely delighted with the iPhone 14 in light purple. This phone is a style statement and a powerhouse of performance. The camera quality is exceptional, and the display is crisp and vibrant. The smooth operation and impressive battery life make it a top choice. Plus, the light purple color adds a unique touch of elegance.
Highly recommend!",5
My first iPhone. it's very good,4
Good product but price is increased.,5
"Phone came with excellent packing with a fully functional display. It was without any scratches, and I am damn satisfied with flipkart. You should definitely go for this.",5
Nice mobile clear photos good battery backup and awesome camera,5
So far so good,5
"Great product, user experience is not as good as Android, but i got this in 53k at a good price.",5
Battery and Camera need to be improved,4
Awesome product 🤩🤩🤩,5
"Upgraded from iPhone X to 14. Definitely a lot of plusses through the generations I skipped.
Pros:
1. Super smooth scrolling and fluid experience. Crisper text easier to read.
2. Beautiful screen that is much brighter in day light and shows true-to-life colors.
3. Speaker throws out a richer base-er sound along with crisp higher frequency sounds.
4. Camera is much better with controls and light sensitivity. I skipped 13 especially for the photonic engine. Low light performance is so much mo...
READ MORE",4.6
Perfect phone 😉,5
"I really like it this beautiful iPhone💖
The iPhone 14 is a very good phone for the money, offering improved cameras, a faster A15 Bionic chip and fun Action mode for video capture.",5
Satisfied,5
Camera is so good but battery is a not good but good 😊 anyway happy,5
Amazing Performance 💯,5
NYC product,4
Superb product . Awesome camera color is also good .display is awesome.sound is also good also recommended for gaming . All over a complete pakage i say.,5
"Except battery, phone is too good. I was expecting bit more battery capacity.",4
Not good at all!,1
East or west iPhone is the best,4.6
Marvellous piece what I have received today,5
Great and awsome,4
Loved it❤️,5
"This is very good compare to iPhone 13, personally I like it",4
Camera quality best,5
Very awesome,5
My first iPhone and I suggest everyone to go android to ios😎😍😘👍🏻,5
"Good performance
Good quality",5
All good! Works Great!,5
Good device,4.6
Best phone ever 💕💕💕💕,5
This is the best,5
Awesome,5
Mind-blowing phone 👌💕,5
battery draining is so fast,4
"If you want best viewing experience, then go for it.. must buy 👍🏼",5
Product is good but not that good android is always better,3
Money gone but its worthy . Apple never failed to impress users,5
nice product,5
"Mind-blowing purchase, I love this product.",4.6
"Feels Premium.
Camera quality is Good
Display is Best
Battery has also improved",4
Very Good phone in all the matters.,5
Cable not working,1
Beautiful experience,4
"I got it for 50k in BBD sale..
It have smooth and fast operating system..
This is my 1st iPhone...
It will take time to habituate...
Looks wise great but little bit small...
If you want bigger size go for plus it is worth...
Thank you....",5
Camera is awesome. I switched from android to iOS. Build quality is superb,5
The product was very good. The cameras are fabulous. The battery is a bit less but it runs 6 hrs on medium tasks.The display is very nice.The performwnce is also pretty good.,5
Waste money camera and battery bad quality,2
"Absolutely best premium phone under 60k love it 🥰 .
Everything is perfect in this phone 📱",5
Good,4.6
I am shifting from android to IOS so I have no experience of ios but the battery and quality of the product is awesome,5
good,5
Very good product,5
Good product,5
Too good,5
Classy ✨✨✨,5
Good product 👌,5
Excellent product. Thanks Seller. Thanks delivery services and delivery man for providing it so early. Thanks Flipkart,5
My first iPhone,5
It's a powerful phone with loaded features and many more. 🤩,4.6
"I phone14 is superb,camera quality battery performance excelent, Thank you flip kart for
The Amazing offer.",5
Best Phone in this price range 💕💕💕💕,5
Worth product,5
Everything is great except battery life,5
Nice 1 go for it.,5
"It was my first buying experience for iPhone, and in all honesty I was little worried, but thanks to Mr Ashish my help assistant from customer support and Mr Sushant my delivery partner, my experience was very good, thank you Flipkart and special thanks to Ashish and Sushant",5
Perfect phone for middle class people,5
Amazing iPhone super fast I upgraded for all my family members luv it ❤️❤️,5
"Really powerful and impressed

So its a year now I have been using this device, without a doubt it has surpassed my expectations. Am not going to tell you about the display and other stuffs. You all know there is no phone available that even comes close to iPhone.
iPhone 14 has excellent camera can easily hold up for 2-3 more years (if you are a pro photographer) it may vary but for 99/100 users this phone gives you the best shots possible. Special mention to portrait made, the pics are insan...
READ MORE",5
"This is the first time from ages an Android user buying an iPhone, Experience is awesome, camera is excellent, battery is good . Overall a nice purchase you won't regret buying.",4.6
Original product received thank u Flipkart,5
Thanks Flipkart 🥰,5
Nice big billion ❤️😁❤️😁,5
"The experience has been really good. The weight of the phone is significantly lighter than iPhone 11. The OLED screen is amazing with higher resolution providing more content on the screen. And this has 5g. The phone is snappier than my previous phone. But coming from an iPhone you really wont notice much difference since the experience is the same. After the restore everything looks and feels the same, thats really good",5
All good and battery performance bit less .,5
"Feels average if you are coming from an high end Android phone like S23 Ultra or Pixel 7Pro etc., otherwise feels pretty premium.",4
super excited mobile iphone 14,5
"Lightening delivery by Flipkart
Phone is just awesome 😎",5
I'm sorry happy,5
Just on word superb!,4.6
Nice product,5
BEST VALU FOR MONEY PRODUCT AND LOOK IS SO OWSAME.,5
Prices is good,3
NICE,5
Average but expensive,4
Good,5
What a incredible device just awesome 🤌🏻❤️,5
It's best 😁😁,5
Good performance phone,5
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 just wow.......,4.6
The best,5
nice,5
Very good,5
"Product good
and good service Tq",5
Nice product😍,5
Awesome 👌 👏 👍,5
Another awesome phone by apple,5
Good product and safely delivered by flipkart overall is good,5
Excellent product... good service offered by the Flipcart official,5
Amazing phone with amazing camera,4.6
Excellent product..,5
Super,3
Nise I love it thank you apple,5
Wonderful,5
Best,5
Very nice ☺️,5
Product is good and awsome,5
Fantastic,5
Very good,5
My first iphone journey begins with purchase from flipkart,4.6
Brand is enough.,4
good,3
It's a beast in its segment,5
Very nice,5
Nice,5
"Display, Performance, Battery Life is absolutely perfect. Upgraded from iphone SE(2020) to iphone 14. Camera is on another level. Loved it.",5
Thank you,5
So beautiful 🥰 Gud nd Real product Thnk you so much 😊,5
Nice 👍🙂,5
It's iPhone what more you want to know..,4.6
Ok,5
Very good experience,5
Best part camera,4
Good product,5
Good,4
"My sister loved this color, this phone is amazing! Nice cameras, great OLED display, battery life is great too.",5
"thank you for quick service as mentioned in the website. Just one serious observations at the time of exchange of old iphone , they took 3 hrs to check the old mobile.. this is too much time u have taken",5
Damaged priduct,1
Battery draining problem noticed.,2
Flawless performance for the past 3 months. Was using android phones till now. I think android is much easier to use on a day to day basis. IOS is also good but more complicated to use. Phone is perfect.,4.6
"I bought red variant of this one. It's truly amazing. Everything is perfect, but the battery should be improved. Switched to iOS from Android. Mobile's cooling system is good. I think it's no need to talk about the camera quality 💥💥",5
Battery will be better. After using for 4 months a very good experience by ios,5
amazing!,5
Excellent,5
Satisfying,5
Super quality best product,5
Awesome battery is full day use and camera quality is always happy to seen,5
Very nice very good iPhones. Must buy for premium smartphone lovers,5
"Very bad experience with purchase, the phone is always restarting",1
Not satisfied with the purchase I would probably sell it,4.6
Very nice photos.,5
Camera performance low,3
Nice product 😃,5
Very good product,5
Amazing,5
Amazing,5
Producing huge heat compared to other models,3
Just Awesome!!,5
Best 🫡,5
Good product but expensive,4.6
Everything is good,4
Super product,3
"Best product I phone 14 128 by Flipkart
Thank you Flipkart
My name Rakesh Banjara",5
"What a product. Impressed with its,
- Performance
- Battery back up
- Camera
- Features

Overall am impressed with this product.",5
Nice products and earliest delivery,5
Superb,5
Nice colour go for it.,5
"Superb Look
Excellent Camera
Marvellous Battery Life",5
Awesome 😍❤️🤗,5
"Perfect of All Times.
Best in Battery Life, Charging Speed,Quality ,Camera and the Comfort of its Size..
Love it
Camera is Insane for Camera Lovers. Night Modes are Excellent",4.6
Product is very cool and i loved it his performance 😊,5
Great product.Fantastic performance.,5
Good,5
This is amazing,5
Product colour very beautiful and camera quality excellent.,5
"This is my first time using an iPhone and the experience has been nothing but seamless and amazing to say nonetheless 💯

The only issue thus far has been a lil bit overheating while charging",4
Ncie,5
My first iphone. Thanks filpkart,5
Ok,5
Good,4.6
"This is worst product I recieved in my lifetime.

Always regret.

Not working my iphone properly",5
Nice,5
"Thank you Flipkart
Camera awesome
Display good",4
"What is more there to say for any Apple product amazing in its style, innovation memory camera every thing just comes to a perfection that is what what we call Apple",5
Camera betray display such a wow,5
Excellent phone,5
Good product,4
Disgusting,1
"I am using the product since quite a while now, I was previously having XR and this is 100% an upgrade on the same. Battery life is good and phone is a bit handy as well, though not as good as mini phones. Camera has definitely improved a lot in last 4 yrs and that's a massive upgrade. Altogether a great product and a no brainer if you are looking for a 5g handset with decent performance.",5
iPhone is iPhone. It was an upgrade from iPhone x to iPhone 14 . Its always for my wife.100% satisfied with product and delivery,4.6
Excellent,5
Excellent and battery performance also good,5
Very good product,5
Wonderful product ❤️,5
Good,4
Nice li,5
Good,5
Good,5
Great 👍,5
Simply superb,4.6
nice cool,4
nice display,5
Great camera specially auto focus top notch performance,5
My charger cable is not working,2
"Normal iphone performance, nothing new. Average iphone.",3
Perfect colour... Looking at the next level with the apple symbol..,5
Good.,4
"All day Battery life, no heating, extreme smooth performace.
I would suggest getting iphone 14 over iphone 13 as it has 2 extra GB ram iphon 13 pro processor",5
Super,5
Phone is amzing performance superb display,4.6
I just want say that its a amazing phone i ever used and the performances are fabulous,5
Great product and performance,4
Awesome,5
Product is superb and camera quality is excellent,5
Verry nice,5
My data cable is not working,1
Great product,5
Excallent item i phone 14,5
Product is good,5
Genuine product and deliver on time .. thanks alot,4.6
Wow colour,5
"I am in love with this phone, the colour is awesome, picture quality unmatched. Worth the hype!",5
Quality awesome,5
No words to write. It's really awesome.,5
Design superb,5
very nice,5
I love I phone🥰🥰🥰🤗🤗🤗🤗,5
good,5
"Within one day we got the delivery thanks Flipkart, nice delivery person he showed everything in front of me am very much happy and satisfied with service and mobile it's my dream comes true 😍",5
Superb ❤️,4.6
"We can say tha it is value for money product , great camera quality, eye catching design.",5
"Battery heats sometimes , and for those who are saying brightness is low there are two settings for brightness turn that on in accessibility go to display and text size and click the reduce white point for bright display",5
Good phone,3
Wonderful,5
Perfect,5
Just shifted to iPhone from Android. Its Good.Good Battery Back Up. For normal use it's good.,5
i have given gift to my wife on birthday 😍 updated from iphone 7 to iphone 14 .,5
Feeling bad shifting to ios pathetic experience my Samsung f12 far bbetter,1
Overall good delivery and quality,4
Nice phone with great performance and battery,4.6
Loved one🤌💕😍,5
Good camera,5
Excellent phone and outstanding camera,5
Fabulous,5
Front Camera 3 to 4 star,4
Exited,5
Amazing phone iphone 14 😍😍,5
BEST PHONE 📱,5
Amazing !!! don't think twice just go for it 🍎💙,5
Nice...,4.6
Soooperb camera and brilliant performance 😘😘😘😘😘😘,5
Good but small screen,5
"Camera: Rear Camera is Too Good
Front Camera : Average
Performance : Beast
Security : Best
Software : Best

iPhone 14 is a complete package, go for it without any hesitation. This phone changed me from Android Fanboy to iPhone fanboy.",5
Very good and awesome Delivery is very Bad,5
I think this time apple surely has compromised with the display quality of the base variant.,3
Just go for it don't even think of any another brand,5
Fantastic product from apple. Was worried about delivery. Flipkart has ensured safe and tension free delivery,5
OSM,5
Good,5
Very good,4.6
The battery life is best on iPhone,5
Heating problem exists,1
Very nice,5
Good and amazing product and camera are sexy,5
"Awesome bought it on flash sale days

Awesome camera
Awesome battery back up",5
Good,5
Best phone I have ever experienced.,5
This my first I phone and I'm so happy,5
good but price is high,4
I obsessed with my i phone 14,4.6
"From Android to ios , Very good Experience , Videos and Photos Quality are Far Better than mobile I have used in the past",5
"Good phone
Nice in one",4
I love the phone i purchased it to gift my husband the camera battery everything is fine thanks a lot for the fast delivery,5
Thanks,5
My dream phone,5
Awesome product,5
Excellent 👌,5
"amazing picture quality , love you Apple .",5
Nice product i am so happy😊😊😊,5
Nice,4.6
Wow,5
Superb product love it ❤️,5
iPhone 14 amazing phone and flip kart delivery excellent service provide,5
Great phone with great features..,5
All is good,5
Very good product,5
Apple always doing best,5
"Best In Segment and blue colour looking super, camera best ever and best phone ever",5
Excellent product loved it recommended,5
Very nice phone iPhone 14 Great !!!!!!,
